Judul Berita,Keyword,Sumber Berita,Tanggal Terbit,URL
Di Pasar Tradisional Harga Gula Merangkak Naik,Harga gula pasir,Detik.com,2025-11-25,https://finance.detik.com/foto-bisnis/d-6768716/di-pasar-tradisional-harga-gula-merangkak-naik
Harga Sembako Jogja Hari Ini 8 Mei 2025: Gula Pasir Rp 18 Ribuan Sekilo,Harga gula pasir,Detik.com,2025-11-25,https://www.detik.com/jogja/bisnis/d-7905350/harga-sembako-jogja-hari-ini-8-mei-2025-gula-pasir-rp-18-ribuan-sekilo
5 Tempat Ngopi di Pasar 8 Alam Sutera yang Punya Racikan Kopi Nikmat,Harga gula pasir,Detik.com,2025-11-25,https://food.detik.com/resto-dan-kafe/d-8226905/5-tempat-ngopi-di-pasar-8-alam-sutera-yang-punya-racikan-kopi-nikmat
Transmart Full Day Sale! Ayam Broiler Diobral Murah,Harga ayam broiler,Detik.com,2025-11-25,https://finance.detik.com/berita-ekonomi-bisnis/d-8224286/transmart-full-day-sale-ayam-broiler-diobral-murah
"Obral Ayam Broiler Murah, Cuma di Transmart Full Day Sale",Harga ayam broiler,Detik.com,2025-11-25,https://finance.detik.com/berita-ekonomi-bisnis/d-8223133/obral-ayam-broiler-murah-cuma-di-transmart-full-day-sale
"Harga Sembako Jatim 22 November 2025, Harga Telur Ayam Rp 27.968 Per Kilogram",Harga ayam broiler,Detik.com,2025-11-25,https://www.detik.com/jatim/bisnis/d-8223080/harga-sembako-jatim-22-november-2025-harga-telur-ayam-rp-27-968-per-kilogram
Banting Harga! Ayam Broiler Murah Meriah di Transmart Full Day Sale,Harga ayam broiler,Detik.com,2025-11-25,https://finance.detik.com/berita-ekonomi-bisnis/d-7876791/banting-harga-ayam-broiler-murah-meriah-di-transmart-full-day-sale
Mendag Wanti-wanti Harga Ayam hingga Cabai Naik saat Nataru,Harga ayam broiler,Detik.com,2025-11-25,https://finance.detik.com/berita-ekonomi-bisnis/d-8222291/mendag-wanti-wanti-harga-ayam-hingga-cabai-naik-saat-nataru
Banting Harga! Beli Ayam Broiler di Transmart Full Day Sale Semurah Ini,Harga ayam broiler,Detik.com,2025-11-25,https://finance.detik.com/berita-ekonomi-bisnis/d-8031278/banting-harga-beli-ayam-broiler-di-transmart-full-day-sale-semurah-ini
Banting Harga! Daging Ayam Broiler di Transmart Full Day Sale Jadi Segini,Harga ayam broiler,Detik.com,2025-11-25,https://finance.detik.com/berita-ekonomi-bisnis/d-8020170/banting-harga-daging-ayam-broiler-di-transmart-full-day-sale-jadi-segini
Harga Sembako Jogja Hari Ini 21 November 2025: Daging Ayam-2 Jenis Cabai Naik!,Harga ayam broiler,Detik.com,2025-11-25,https://www.detik.com/jogja/bisnis/d-8221700/harga-sembako-jogja-hari-ini-21-november-2025-daging-ayam-2-jenis-cabai-naik
"Harga Sembako Jatim Hari Ini: Cabai Keriting, Rawit dan Daging Naik Semua",Harga ayam broiler,Detik.com,2025-11-25,https://www.detik.com/jatim/bisnis/d-8227193/harga-sembako-jatim-hari-ini-cabai-keriting-rawit-dan-daging-naik-semua
"Pemprov DKI Pastikan Program Pangan Bersubsidi Lanjut, Anggaran Tak Dipangkas",Harga ayam broiler,Detik.com,2025-11-25,https://news.detik.com/berita/d-8227676/pemprov-dki-pastikan-program-pangan-bersubsidi-lanjut-anggaran-tak-dipangkas
